credit.policy,credit.policy,days.with.cr.line,days.with.cr.line,delinq.2yrs,delinq.2yrs,dti,dti,fico,fico,inq.last.6mths,inq.last.6mths,installment,installment,int.rate,log.annual.inc,log.annual.inc,not.fully.paid,not.fully.paid,pub.rec,pub.rec,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_major_purchase,purpose_small_business,revol.bal,revol.bal,revol.util,revol.util
1,1,4950.0,4950.0,0,0,17.16,17.16,697,697,1,1,216.13,216.13,0.1316,11.28978191,11.28978191,0,0,0,0,1,0,0,0,0,0,22630,22630,53.9,53.9
1,1,13830.0,13830.0,0,0,7.26,7.26,772,772,1,1,313.37,313.37,0.08,12.10071213,12.10071213,0,0,0,0,0,0,0,0,0,0,22141,22141,15.2,15.2
1,1,5580.958333,5580.958333,0,0,17.04,17.04,667,667,0,0,334.53,334.53,0.1537,11.15625052,11.15625052,0,0,0,0,0,1,0,0,0,0,22875,22875,86.0,86.0
1,1,5352.958333,5352.958333,0,0,1.68,1.68,777,777,0,0,280.97,280.97,0.0774,11.77535127,11.77535127,0,0,0,0,0,0,0,1,0,0,6638,6638,40.7,40.7
1,1,5969.958333,5969.958333,0,0,9.62,9.62,772,772,0,0,282.03,282.03,0.08,10.95080655,10.95080655,0,0,0,0,0,0,0,0,0,0,57033,57033,29.8,29.8
1,1,11309.95833,11309.95833,0,0,19.28,19.28,702,702,3,3,117.14,117.14,0.1253,11.75978554,11.75978554,1,1,0,0,0,0,0,0,0,0,16146,16146,54.4,54.4
1,1,5377.0,5377.0,0,0,2.44,2.44,687,687,2,2,272.61,272.61,0.1379,12.06155541,12.06155541,0,0,0,0,0,0,0,1,0,0,14324,14324,53.4,53.4
1,1,11490.0,11490.0,0,0,18.46,18.46,682,682,0,0,141.0,141.0,0.1663,11.47210347,11.47210347,0,0,0,0,0,1,0,0,0,0,39502,39502,87.6,87.6
1,1,3485.0,3485.0,0,0,15.0,15.0,782,782,0,0,155.96,155.96,0.0768,10.37349118,10.37349118,0,0,0,0,0,0,0,0,0,0,695,695,8.2,8.2
1,1,1499.958333,1499.958333,0,0,23.07,23.07,707,707,2,2,181.54,181.54,0.1284,10.46310334,10.46310334,0,0,0,0,0,1,0,0,0,0,7828,7828,23.9,23.9
1,1,3510.0,3510.0,0,0,12.74,12.74,727,727,0,0,605.13,605.13,0.1284,10.31374118,10.31374118,0,0,0,0,0,1,0,0,0,0,22099,22099,84.7,84.7
1,1,2040.0,2040.0,0,0,13.59,13.59,677,677,0,0,268.53,268.53,0.1474,10.4341158,10.4341158,0,0,0,0,0,0,0,0,0,1,22556,22556,73.0,73.0
1,1,1499.958333,1499.958333,0,0,0.58,0.58,762,762,0,0,115.54,115.54,0.0963,11.31812639,11.31812639,0,0,0,0,0,0,0,0,0,0,849,849,1.9,1.9
1,1,4204.0,4204.0,0,0,16.15,16.15,697,697,0,0,324.2,324.2,0.1316,10.46310334,10.46310334,0,0,0,0,0,1,0,0,0,0,14852,14852,79.4,79.4
1,1,5519.958333,5519.958333,0,0,10.35,10.35,757,757,1,1,224.66,224.66,0.0963,10.77895629,10.77895629,0,0,0,0,0,0,0,0,0,0,2108,2108,10.9,10.9
1,1,1290.0,1290.0,0,0,15.28,15.28,707,707,1,1,67.24,67.24,0.1284,9.61580548,9.61580548,0,0,0,0,0,0,0,0,0,0,1545,1545,18.6,18.6
1,1,4950.0,4950.0,0,0,17.04,17.04,737,737,0,0,95.85,95.85,0.0932,10.71441777,10.71441777,0,0,0,0,0,0,0,0,0,0,2009,2009,14.3,14.3
1,1,3809.958333,3809.958333,0,0,14.08,14.08,707,707,3,3,167.34,167.34,0.1253,10.87804719,10.87804719,0,0,0,0,0,0,0,1,0,0,12053,12053,87.3,87.3
1,1,3719.958333,3719.958333,0,0,6.81,6.81,747,747,1,1,417.23,417.23,0.0963,10.93310697,10.93310697,0,0,0,0,1,0,0,0,0,0,21456,21456,27.7,27.7
1,1,2850.0,2850.0,0,0,18.82,18.82,712,712,1,1,279.34,279.34,0.1126,10.1266311,10.1266311,0,0,0,0,0,1,0,0,0,0,10579,10579,47.2,47.2
1,1,5700.0,5700.0,0,0,18.67,18.67,732,732,1,1,192.57,192.57,0.0963,11.22524339,11.22524339,0,0,0,0,1,0,0,0,0,0,7849,7849,40.5,40.5
1,1,5639.958333,5639.958333,0,0,17.69,17.69,697,697,0,0,871.16,871.16,0.1537,11.16902571,11.16902571,0,0,0,0,0,1,0,0,0,0,25700,25700,92.2,92.2
1,1,5760.0,5760.0,1,1,9.98,9.98,682,682,3,3,337.71,337.71,0.1316,11.81303006,11.81303006,0,0,0,0,0,1,0,0,0,0,24810,24810,71.3,71.3
1,1,2940.0,2940.0,0,0,10.19,10.19,692,692,0,0,697.65,697.65,0.1474,10.32127641,10.32127641,0,0,0,0,0,1,0,0,0,0,20167,20167,89.6,89.6
1,1,7230.0,7230.0,1,1,11.07,11.07,717,717,0,0,396.17,396.17,0.1158,10.59663473,10.59663473,0,0,0,0,0,0,0,0,0,1,17495,17495,60.3,60.3
1,1,4351.0,4351.0,0,0,20.65,20.65,682,682,1,1,296.2,296.2,0.1537,10.29282328,10.29282328,0,0,1,1,0,1,0,0,0,0,11987,11987,98.3,98.3
1,1,9840.0,9840.0,0,0,18.46,18.46,737,737,0,0,666.3,666.3,0.1221,11.15625052,11.15625052,0,0,0,0,0,0,0,0,0,1,5801,5801,11.8,11.8
1,1,1681.041667,1681.041667,0,0,17.43,17.43,747,747,0,0,217.77,217.77,0.0751,10.54534144,10.54534144,0,0,0,0,0,0,1,0,0,0,2701,2701,9.1,9.1
1,1,1537.958333,1537.958333,0,0,2.62,2.62,742,742,0,0,131.46,131.46,0.1126,10.91508846,10.91508846,0,0,0,0,0,0,0,0,1,0,4109,4109,23.2,23.2
1,1,2669.958333,2669.958333,0,0,4.15,4.15,737,737,2,2,91.6,91.6,0.1095,10.08580911,10.08580911,0,0,0,0,0,0,1,0,0,0,1085,1085,4.1,4.1
1,1,5707.0,5707.0,0,0,7.03,7.03,782,782,0,0,155.96,155.96,0.0768,11.69524702,11.69524702,0,0,0,0,1,0,0,0,0,0,2660,2660,23.7,23.7
1,1,5310.0,5310.0,2,2,11.43,11.43,687,687,0,0,654.25,654.25,0.1379,11.74799759,11.74799759,0,0,0,0,1,0,0,0,0,0,11043,11043,55.8,55.8
1,1,1649.958333,1649.958333,0,0,0.3,0.3,747,747,0,0,223.63,223.63,0.0932,10.59653473,10.59653473,0,0,0,0,0,0,0,0,0,0,1127,1127,11.7,11.7
1,1,2190.0,2190.0,0,0,13.85,13.85,707,707,1,1,315.06,315.06,0.1189,11.08214255,11.08214255,0,0,0,0,0,0,0,0,0,0,10468,10468,52.3,52.3
1,1,4230.0,4230.0,0,0,3.77,3.77,752,752,1,1,156.69,156.69,0.08,11.08214255,11.08214255,0,0,0,0,0,0,0,0,0,0,8946,8946,44.1,44.1
1,1,9091.0,9091.0,0,0,24.62,24.62,727,727,0,0,330.14,330.14,0.1158,11.03488966,11.03488966,0,0,0,0,0,1,0,0,0,0,22607,22607,57.4,57.4
1,1,5340.0,5340.0,0,0,20.33,20.33,762,762,0,0,287.53,287.53,0.0932,11.56171563,11.56171563,0,0,0,0,0,0,0,0,0,0,18590,18590,22.2,22.2
1,1,4949.958333,4949.958333,0,0,23.44,23.44,717,717,1,1,666.3,666.3,0.1221,11.00209984,11.00209984,0,0,0,0,0,1,0,0,0,0,44887,44887,82.1,82.1
1,1,7680.0,7680.0,1,1,9.69,9.69,662,662,0,0,82.52,82.52,0.1442,12.07823927,12.07823927,0,0,0,0,0,0,0,1,0,0,85359,85359,72.0,72.0
1,1,5790.0,5790.0,0,0,19.82,19.82,742,742,3,3,726.3,726.3,0.1158,11.35040654,11.35040654,0,0,0,0,0,1,0,0,0,0,36112,36112,71.2,71.2
1,1,2160.0,2160.0,0,0,14.47,14.47,702,702,0,0,115.55,115.55,0.1158,10.46310334,10.46310334,0,0,0,0,1,0,0,0,0,0,8716,8716,51.0,51.0
1,1,2070.0,2070.0,0,0,15.84,15.84,677,677,1,1,60.71,60.71,0.1505,9.210340372,9.210340372,0,0,0,0,0,0,1,0,0,0,0,0,92.3,92.3
1,1,5939.958333,5939.958333,0,0,15.02,15.02,667,667,1,1,207.23,207.23,0.1474,11.35040654,11.35040654,0,0,0,0,0,1,0,0,0,0,36120,36120,91.2,91.2
1,1,6060.0,6060.0,0,0,20.74,20.74,777,777,2,2,417.23,417.23,0.0963,10.95080655,10.95080655,0,0,0,0,0,1,0,0,0,0,59544,59544,26.5,26.5
1,1,1740.0,1740.0,0,0,1.62,1.62,707,707,2,2,83.67,83.67,0.1253,9.903487553,9.903487553,0,0,0,0,0,0,1,0,0,0,1371,1371,21.4,21.4
1,1,5969.958333,5969.958333,0,0,9.0,9.0,772,772,0,0,130.86,130.86,0.1095,10.4341158,10.4341158,0,0,0,0,0,0,0,0,0,0,16142,16142,38.1,38.1
1,1,4620.0,4620.0,0,0,4.89,4.89,757,757,0,0,282.43,282.43,0.0963,11.09358453,11.09358453,0,0,0,0,0,0,0,0,0,0,6055,6055,31.9,31.9
1,1,9240.958333,9240.958333,0,0,5.73,5.73,777,777,0,0,490.71,490.71,0.1095,11.35040654,11.35040654,0,0,0,0,0,1,0,0,0,0,1842,1842,2.3,2.3
1,1,4140.041667,4140.041667,0,0,16.24,16.24,682,682,3,3,491.58,491.58,0.1392,11.22524339,11.22524339,0,0,0,0,0,1,0,0,0,0,9950,9950,58.9,58.9
1,1,3900.0,3900.0,0,0,8.85,8.85,697,697,0,0,430.31,430.31,0.1284,10.83958091,10.83958091,0,0,0,0,0,1,0,0,0,0,4759,4759,21.2,21.2
1,1,7262.0,7262.0,0,0,17.94,17.94,737,737,1,1,191.69,191.69,0.0932,9.85198371,9.85198371,0,0,0,0,0,0,0,1,0,0,8962,8962,40.7,40.7
1,1,5460.0,5460.0,0,0,15.7,15.7,742,742,0,0,320.95,320.95,0.0963,11.00209984,11.00209984,0,0,0,0,1,0,0,0,0,0,34679,34679,57.6,57.6
1,1,10200.0,10200.0,0,0,9.61,9.61,777,777,2,2,187.15,187.15,0.0768,11.46163217,11.46163217,0,0,0,0,0,0,0,0,0,0,35306,35306,28.2,28.2
1,1,3669.0,3669.0,0,0,9.32,9.32,737,737,0,0,392.57,392.57,0.1095,11.1844214,11.1844214,0,0,0,0,0,1,0,0,0,0,22636,22636,67.6,67.6
1,1,2850.0,2850.0,0,0,13.79,13.79,732,732,0,0,224.66,224.66,0.0963,10.62132735,10.62132735,0,0,0,0,1,0,0,0,0,0,20571,20571,49.6,49.6
1,1,1710.0,1710.0,0,0,10.57,10.57,722,722,0,0,165.07,165.07,0.1158,9.687816016,9.687816016,0,0,0,0,0,0,0,0,0,0,5308,5308,40.2,40.2
1,1,12060.0,12060.0,0,0,7.01,7.01,717,717,3,3,235.54,235.54,0.1095,11.46167427,11.46167427,0,0,0,0,0,1,0,0,0,0,10147,10147,31.7,31.7
1,1,1199.958333,1199.958333,0,0,3.0,3.0,707,707,2,2,235.33,235.33,0.1284,9.574983486,9.574983486,1,1,0,0,0,0,0,0,0,0,3449,3449,19.7,19.7
1,1,4229.958333,4229.958333,1,1,18.53,18.53,672,672,1,1,552.59,552.59,0.1474,10.81977828,10.81977828,1,1,0,0,0,0,0,0,0,1,3364,3364,44.9,44.9
1,1,6360.958333,6360.958333,0,0,5.4,5.4,717,717,1,1,278.58,278.58,0.1189,10.30895266,10.30895266,0,0,0,0,0,0,0,0,0,0,6291,6291,81.7,81.7
1,1,7650.0,7650.0,0,0,3.35,3.35,752,752,0,0,255.58,255.58,0.0932,11.73606902,11.73606902,0,0,0,0,1,0,0,0,0,0,5752,5752,30.3,30.3
1,1,7469.958333,7469.958333,0,0,9.15,9.15,787,787,0,0,383.37,383.37,0.0932,11.35040654,11.35040654,0,0,0,0,0,0,0,1,0,0,9825,9825,24.3,24.3
1,1,4020.0,4020.0,0,0,20.27,20.27,712,712,0,0,497.46,497.46,0.1189,10.77895629,10.77895629,0,0,0,0,0,1,0,0,0,0,6478,6478,35.2,35.2
1,1,4050.0,4050.0,0,0,8.67,8.67,802,802,0,0,127.79,127.79,0.0932,10.79949394,10.79949394,0,0,0,0,0,0,0,0,0,0,34,34,0.3,0.3
1,1,5969.958333,5969.958333,0,0,12.69,12.69,762,762,5,5,162.76,162.76,0.1095,10.83879629,10.83879629,1,1,0,0,0,0,0,0,0,0,16992,16992,44.5,44.5
1,1,3779.958333,3779.958333,0,0,11.91,11.91,702,702,1,1,333.15,333.15,0.1221,11.32215229,11.32215229,0,0,0,0,0,0,0,0,0,0,2015,2015,31.0,31.0
1,1,4562.958333,4562.958333,0,0,8.03,8.03,747,747,2,2,417.23,417.23,0.0963,11.02353512,11.02353512,0,0,0,0,0,1,0,0,0,0,8454,8454,27.0,27.0
1,1,7680.0,7680.0,0,0,15.44,15.44,727,727,0,0,643.39,643.39,0.1189,11.57115664,11.57115664,0,0,0,0,0,1,0,0,0,0,61595,61595,51.6,51.6
1,1,5820.0,5820.0,0,0,5.93,5.93,667,667,1,1,352.67,352.67,0.1916,10.45737267,10.45737267,0,0,1,1,0,0,0,0,0,1,11670,11670,81.6,81.6
1,1,2009.958333,2009.958333,0,0,12.99,12.99,747,747,2,2,127.79,127.79,0.0932,10.6214249,10.6214249,0,0,0,0,0,1,0,0,0,0,2727,2727,12.8,12.8
1,1,9420.0,9420.0,0,0,11.55,11.55,682,682,0,0,547.67,547.67,0.1411,10.71441777,10.71441777,0,0,0,0,0,1,0,0,0,0,14731,14731,86.1,86.1
1,1,2460.0,2460.0,0,0,18.49,18.49,707,707,2,2,334.67,334.67,0.1253,10.51867319,10.51867319,0,0,0,0,0,0,0,0,0,0,5124,5124,51.2,51.2
1,1,7560.0,7560.0,0,0,12.56,12.56,782,782,1,1,313.37,313.37,0.08,10.66895539,10.66895539,0,0,0,0,0,1,0,0,0,0,5096,5096,21.5,21.5
1,1,4949.958333,4949.958333,0,0,16.94,16.94,762,762,0,0,561.23,561.23,0.1158,10.858999,10.858999,0,0,0,0,0,1,0,0,0,0,11467,11467,39.1,39.1
1,1,3929.958333,3929.958333,0,0,14.05,14.05,707,707,2,2,279.72,279.72,0.1218,10.55236932,10.55236932,0,0,0,0,0,0,0,0,0,0,490,490,9.6,9.6
1,1,10890.0,10890.0,0,0,11.92,11.92,682,682,1,1,133.87,133.87,0.1253,11.1193494,11.1193494,1,1,0,0,0,0,0,0,0,0,33115,33115,55.6,55.6
1,1,2429.958333,2429.958333,0,0,5.52,5.52,742,742,0,0,118.21,118.21,0.0932,9.61580548,9.61580548,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1,1,8519.958333,8519.958333,1,1,5.57,5.57,697,697,0,0,33.17,33.17,0.1189,11.3736634,11.3736634,0,0,0,0,0,0,0,0,0,0,5742,5742,55.2,55.2
1,1,9349.958333,9349.958333,0,0,24.43,24.43,732,732,1,1,285.76,285.76,0.1284,10.81977828,10.81977828,0,0,0,0,0,1,0,0,0,0,8359,8359,91.9,91.9
1,1,1199.958333,1199.958333,0,0,20.25,20.25,702,702,1,1,203.54,203.54,0.1347,10.34174248,10.34174248,0,0,0,0,0,0,0,0,0,0,2314,2314,32.1,32.1
1,1,1113.0,1113.0,0,0,2.98,2.98,712,712,0,0,53.55,53.55,0.1253,10.1266311,10.1266311,0,0,0,0,0,1,0,0,0,0,3375,3375,51.1,51.1
1,1,3749.958333,3749.958333,0,0,9.32,9.32,722,722,0,0,363.15,363.15,0.1158,11.3736634,11.3736634,0,0,0,0,0,1,0,0,0,0,19827,19827,90.9,90.9
1,1,11685.0,11685.0,0,0,8.36,8.36,802,802,0,0,319.47,319.47,0.0932,12.2010601,12.2010601,0,0,0,0,1,0,0,0,0,0,144723,144723,3.3,3.3
1,1,2250.0,2250.0,0,0,4.06,4.06,747,747,1,1,191.69,191.69,0.0932,11.15310271,11.15310271,0,0,0,0,0,1,0,0,0,0,5307,5307,12.8,12.8
1,1,3300.0,3300.0,0,0,10.76,10.76,747,747,0,0,137.88,137.88,0.08,10.40426284,10.40426284,0,0,0,0,0,1,0,0,0,0,433,433,7.3,7.3
1,1,3449.958333,3449.958333,0,0,6.27,6.27,747,747,0,0,301.83,301.83,0.0894,11.35627165,11.35627165,0,0,0,0,0,0,0,1,0,0,6382,6382,9.4,9.4
1,1,2069.958333,2069.958333,0,0,11.69,11.69,692,692,1,1,259.86,259.86,0.1221,10.98529272,10.98529272,0,0,0,0,0,1,0,0,0,0,7133,7133,63.7,63.7
1,1,4619.958333,4619.958333,1,1,21.7,21.7,687,687,2,2,178.14,178.14,0.1695,10.81977828,10.81977828,1,1,0,0,0,0,0,0,0,1,5800,5800,66.7,66.7
1,1,4499.958333,4499.958333,0,0,14.94,14.94,692,692,0,0,681.51,681.51,0.1379,11.32242576,11.32242576,1,1,0,0,0,1,0,0,0,0,36449,36449,45.1,45.1
1,1,6060.958333,6060.958333,0,0,5.72,5.72,707,707,0,0,817.82,817.82,0.1379,11.81303006,11.81303006,0,0,0,0,0,1,0,0,0,0,24146,24146,58.9,58.9
1,1,4800.0,4800.0,0,0,3.77,3.77,682,682,0,0,508.84,508.84,0.1347,11.41090381,11.41090381,0,0,0,0,1,0,0,0,0,0,24545,24545,66.9,66.9
1,1,3616.0,3616.0,1,1,16.3,16.3,662,662,0,0,175.79,175.79,0.16,10.3859137,10.3859137,1,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0
1,1,7320.0,7320.0,0,0,14.67,14.67,687,687,0,0,882.84,882.84,0.1632,12.56024446,12.56024446,0,0,0,0,1,0,0,0,0,0,95324,95324,96.4,96.4
1,1,4140.958333,4140.958333,0,0,12.46,12.46,772,772,1,1,660.27,660.27,0.1158,10.81985828,10.81985828,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
1,1,3600.0,3600.0,0,0,16.3,16.3,667,667,0,0,86.73,86.73,0.1505,11.1844214,11.1844214,0,0,0,0,1,0,0,0,0,0,16242,16242,95.5,95.5
1,1,3899.958333,3899.958333,0,0,24.91,24.91,687,687,0,0,489.67,489.67,0.1316,10.71441777,10.71441777,0,0,0,0,0,1,0,0,0,0,15134,15134,74.6,74.6
1,1,1380.0,1380.0,1,1,15.05,15.05,672,672,2,2,172.69,172.69,0.1474,10.08580911,10.08580911,0,0,0,0,0,1,0,0,0,0,9802,9802,63.6,63.6
1,1,1740.0,1740.0,0,0,3.26,3.26,712,712,0,0,133.87,133.87,0.1253,11.09930217,11.09930217,0,0,0,0,0,1,0,0,0,0,3690,3690,73.8,73.8
1,1,2100.0,2100.0,0,0,13.16,13.16,712,712,1,1,251.6,251.6,0.1758,10.30895266,10.30895266,0,0,0,0,0,0,0,0,0,1,12017,12017,73.7,73.7
1,1,2789.958333,2789.958333,0,0,4.1,4.1,747,747,6,6,227.58,227.58,0.1253,11.08214255,11.08214255,1,1,0,0,0,0,0,1,0,0,155,155,1.2,1.2
1,1,3607.0,3607.0,0,0,18.19,18.19,707,707,0,0,328.33,328.33,0.1189,10.62869042,10.62869042,0,0,0,0,0,1,0,0,0,0,8737,8737,70.5,70.5
1,1,8400.0,8400.0,0,0,10.22,10.22,752,752,1,1,495.21,495.21,0.1158,11.19821472,11.19821472,0,0,0,0,0,1,0,0,0,0,16877,16877,54.4,54.4
1,1,1440.0,1440.0,0,0,0.0,0.0,717,717,3,3,268.95,268.95,0.1284,9.472704636,9.472704636,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0
1,1,5490.0,5490.0,0,0,14.04,14.04,672,672,1,1,173.46,173.46,0.1505,11.35040654,11.35040654,0,0,0,0,0,0,0,0,0,0,9952,9952,97.6,97.6
1,1,3779.958333,3779.958333,0,0,12.15,12.15,757,757,0,0,657.27,657.27,0.1126,11.40756495,11.40756495,0,0,0,0,0,1,0,0,0,0,5948,5948,56.6,56.6
1,1,2670.0,2670.0,0,0,10.84,10.84,677,677,1,1,203.82,203.82,0.1357,10.30895266,10.30895266,0,0,0,0,0,0,1,0,0,0,3962,3962,56.6,56.6
1,1,3660.0,3660.0,0,0,10.89,10.89,687,687,1,1,391.87,391.87,0.1379,10.6454249,10.6454249,0,0,0,0,0,1,0,0,0,0,11637,11637,91.6,91.6
1,1,7320.0,7320.0,0,0,12.77,12.77,727,727,0,0,224.66,224.66,0.0963,10.81977828,10.81977828,0,0,0,0,0,1,0,0,0,0,13539,13539,68.7,68.7
1,1,3960.0,3960.0,1,1,10.2,10.2,712,712,0,0,690.74,690.74,0.1474,12.00150548,12.00150548,0,0,0,0,0,1,0,0,0,0,106181,106181,94.1,94.1
1,1,5220.0,5220.0,0,0,8.6,8.6,672,672,2,2,351.58,351.58,0.16,11.35040654,11.35040654,0,0,0,0,0,1,0,0,0,0,9132,9132,36.5,36.5
1,1,2819.958333,2819.958333,0,0,15.34,15.34,717,717,2,2,445.69,445.69,0.1158,10.84450992,10.84450992,0,0,0,0,0,1,0,0,0,0,13582,13582,51.1,51.1
1,1,3360.0,3360.0,0,0,10.37,10.37,662,662,2,2,529.71,529.71,0.1632,11.60823564,11.60823564,0,0,1,1,0,1,0,0,0,0,14517,14517,91.3,91.3
1,1,1890.0,1890.0,0,0,23.55,23.55,712,712,0,0,198.99,198.99,0.1189,10.77895629,10.77895629,0,0,0,0,0,1,0,0,0,0,4659,4659,41.6,41.6
1,1,4649.958333,4649.958333,0,0,23.57,23.57,697,697,1,1,703.15,703.15,0.16,11.23843599,11.23843599,0,0,0,0,0,1,0,0,0,0,22037,22037,99.3,99.3
1,1,6600.0,6600.0,1,1,8.75,8.75,707,707,1,1,399.78,399.78,0.1221,11.55214618,11.55214618,0,0,0,0,0,0,1,0,0,0,5199,5199,12.5,12.5
1,1,4529.958333,4529.958333,0,0,18.22,18.22,712,712,1,1,429.18,429.18,0.1158,11.15619338,11.15619338,0,0,0,0,0,1,0,0,0,0,24893,24893,69.9,69.9
1,1,2153.0,2153.0,0,0,8.23,8.23,742,742,2,2,463.88,463.88,0.1183,10.96819829,10.96819829,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
1,1,4979.958333,4979.958333,0,0,0.43,0.43,817,817,0,0,278.07,278.07,0.1095,10.6454249,10.6454249,0,0,0,0,0,0,0,1,0,0,84,84,0.5,0.5
1,1,2789.958333,2789.958333,0,0,15.53,15.53,712,712,1,1,855.73,855.73,0.1411,11.66767025,11.66767025,1,1,0,0,0,0,0,0,0,0,26438,26438,48.7,48.7
1,1,2760.958333,2760.958333,2,2,8.32,8.32,667,667,1,1,248.29,248.29,0.1663,10.34161344,10.34161344,0,0,0,0,0,1,0,0,0,0,6082,6082,96.5,96.5
1,1,3779.958333,3779.958333,0,0,16.02,16.02,752,752,3,3,255.58,255.58,0.0932,10.66895539,10.66895539,0,0,0,0,0,0,0,1,0,0,5410,5410,34.9,34.9
1,1,1470.0,1470.0,1,1,4.0,4.0,692,692,2,2,170.69,170.69,0.1392,9.61580548,9.61580548,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0
1,1,6094.958333,6094.958333,1,1,15.67,15.67,672,672,0,0,645.26,645.26,0.1739,12.40901349,12.40901349,0,0,0,0,1,0,0,0,0,0,145711,145711,96.2,96.2
1,1,3210.0,3210.0,0,0,20.94,20.94,727,727,0,0,182.69,182.69,0.0894,10.7342204,10.7342204,0,0,0,0,0,1,0,0,0,0,4902,4902,47.1,47.1
1,1,5850.0,5850.0,0,0,13.68,13.68,767,767,0,0,381.26,381.26,0.0894,10.59653473,10.59653473,0,0,0,0,0,1,0,0,0,0,11012,11012,30.5,30.5
1,1,8939.958333,8939.958333,0,0,4.88,4.88,737,737,1,1,221.28,221.28,0.0859,11.40756495,11.40756495,0,0,0,0,0,0,0,0,0,0,13253,13253,20.2,20.2
1,1,1679.958333,1679.958333,0,0,3.69,3.69,757,757,0,0,662.68,662.68,0.1183,11.56171563,11.56171563,0,0,0,0,0,1,0,0,0,0,1470,1470,14.7,14.7
1,1,4289.958333,4289.958333,0,0,3.52,3.52,682,682,1,1,94.18,94.18,0.1287,10.72161404,10.72161404,1,1,0,0,0,0,0,0,0,0,2391,2391,30.7,30.7
1,1,3929.958333,3929.958333,0,0,16.32,16.32,662,662,3,3,492.21,492.21,0.16,11.22524339,11.22524339,0,0,0,0,0,1,0,0,0,0,12944,12944,65.0,65.0
1,1,2880.0,2880.0,0,0,8.07,8.07,737,737,1,1,151.73,151.73,0.0859,10.96812932,10.96812932,0,0,0,0,0,0,0,0,0,0,3333,3333,20.1,20.1
1,1,1619.958333,1619.958333,1,1,9.51,9.51,692,692,3,3,87.89,87.89,0.1322,10.20359214,10.20359214,0,0,0,0,1,0,0,0,0,0,47,47,0.5,0.5
1,1,3720.0,3720.0,0,0,8.09,8.09,677,677,0,0,177.52,177.52,0.1392,10.46310334,10.46310334,0,0,0,0,0,1,0,0,0,0,6194,6194,53.4,53.4
1,1,2130.0,2130.0,0,0,4.71,4.71,772,772,0,0,316.11,316.11,0.0859,10.59653473,10.59653473,0,0,0,0,0,0,1,0,0,0,229,229,2.6,2.6
1,1,2820.958333,2820.958333,0,0,16.27,16.27,707,707,0,0,399.6,399.6,0.1218,11.40756495,11.40756495,0,0,0,0,0,1,0,0,0,0,34730,34730,52.6,52.6
1,1,9450.0,9450.0,0,0,13.72,13.72,717,717,2,2,164.02,164.02,0.1114,11.00209984,11.00209984,0,0,0,0,0,0,0,0,0,0,6577,6577,15.8,15.8
1,1,8446.0,8446.0,0,0,9.71,9.71,717,717,1,1,424.12,424.12,0.1183,11.56171563,11.56171563,0,0,0,0,0,0,0,0,0,0,31280,31280,51.2,51.2
1,1,1410.0,1410.0,0,0,18.26,18.26,667,667,0,0,34.65,34.65,0.1496,10.51867319,10.51867319,0,0,0,0,0,0,0,0,1,0,3150,3150,54.3,54.3
1,1,7320.0,7320.0,0,0,13.16,13.16,772,772,0,0,508.35,508.35,0.0894,11.73606902,11.73606902,0,0,0,0,1,0,0,0,0,0,78059,78059,28.3,28.3
1,1,2190.0,2190.0,0,0,15.15,15.15,752,752,0,0,86.97,86.97,0.074,8.987196821,8.987196821,0,0,0,0,0,0,0,0,0,0,2146,2146,20.2,20.2
1,1,5729.958333,5729.958333,0,0,6.89,6.89,762,762,1,1,659.37,659.37,0.1148,12.4292162,12.4292162,0,0,0,0,0,0,0,1,0,0,18068,18068,42.7,42.7
1,1,2940.0,2940.0,0,0,23.39,23.39,712,712,1,1,231.94,231.94,0.1183,11.08214255,11.08214255,0,0,0,0,0,0,0,0,0,0,14425,14425,41.9,41.9
1,1,1860.0,1860.0,0,0,0.57,0.57,687,687,1,1,219.42,219.42,0.1422,10.59663473,10.59663473,1,1,0,0,0,1,0,0,0,0,899,899,13.2,13.2
1,1,3600.0,3600.0,0,0,11.13,11.13,752,752,1,1,337.93,337.93,0.1148,11.28978191,11.28978191,1,1,0,0,0,1,0,0,0,0,7268,7268,24.9,24.9
1,1,5729.958333,5729.958333,0,0,8.85,8.85,757,757,0,0,381.26,381.26,0.0894,11.73606902,11.73606902,0,0,0,0,0,1,0,0,0,0,22949,22949,46.7,46.7
1,1,7829.958333,7829.958333,0,0,6.97,6.97,777,777,2,2,659.37,659.37,0.1148,12.20607265,12.20607265,0,0,0,0,0,0,0,1,0,0,1719,1719,2.8,2.8
1,1,5460.0,5460.0,0,0,21.56,21.56,787,787,0,0,623.27,623.27,0.1114,11.08846101,11.08846101,0,0,0,0,0,1,0,0,0,0,3526,3526,7.8,7.8
1,1,9692.958333,9692.958333,0,0,12.58,12.58,782,782,1,1,249.75,249.75,0.0774,10.81977828,10.81977828,0,0,0,0,0,0,0,0,0,0,4071,4071,8.7,8.7
